Job Title,Company Name,Location,Skills,Date,Link
Full stack developer [PHP - Laravel],"Confidential - New Cairo, Cairo, Egypt 12 days ago","New Cairo, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · PHP · Python · Software,9 days ago,https://wuzzuf.net/jobs/p/SjAd33NLbvmB-Full-stack-developer-PHP---Laravel-Cairo-Egypt
Mid - Senior Backend Developer (Node.js),"TXG  - Cairo, Egypt 5 days ago","Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Git · TypeScript · API · PostgreSQL · Github · CI/CD · Node.js · Fastify · REST,8 days ago,https://wuzzuf.net/jobs/p/6PFVSQFM8zmR-Mid---Senior-Backend-Developer-Nodejs-TXG-Cairo-Egypt
Senior Backend Developer (Node.js),"TXG. - Cairo, Egypt 5 days ago","Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · API · backend · CI/CD · Github · PostgreSQL · REST · Fastify · Node.js · Typescript,8 days ago,https://wuzzuf.net/jobs/p/Pgd275e5xhWb-Senior-Backend-Developer-Nodejs-TXG-Cairo-Egypt
Senior Full Stack Developer,"Ultimate Solutions Egypt - Sheikh Zayed, Giza, Egypt 6 days ago","Sheikh Zayed, Giza, Egypt ",Experienced · 5 - 7 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · API · Computer Science · Design · CSS3 · Development · Docker,11 days ago,https://wuzzuf.net/jobs/p/VyrqdO5xeyRk-Senior-Full-Stack-Developer-Ultimate-Solutions-Egypt-Giza-Egypt
Senior . Net Developer,"Algoriza - Giza, Giza, Egypt 12 hours ago","Giza, Giza, Egypt ",Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Information Technology (IT) · Software Development · Software Engineering,11 days ago,https://wuzzuf.net/jobs/p/Yf4vfnFUlmD6-Senior-Net-Developer-Algoriza-Giza-Egypt
Back-end Team Lead,"E-Jawdah - Nasr City, Cairo, Egypt 5 days ago","Nasr City, Cairo, Egypt ",Manager · 8 - 15 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · PHP · RESTful APIs. · Git · HTML · JavaScript · CSS · Ruby · back-end,12 days ago,https://wuzzuf.net/jobs/p/z69vfxiYdSQD-Back-end-Team-Lead-E-Jawdah-Cairo-Egypt
Website Senior Developer HTML,"Swift Distribution LLC - Cairo, Egypt 6 days ago","Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · CSS · Software Development · Bootstrap · CSS3 · WordPress · JavaScript,6 days ago,https://wuzzuf.net/jobs/p/QQncWyDHsYkr-Website-Senior-Developer-HTML-Swift-Distribution-LLC-Cairo-Egypt
Senior Vendure & Next.js Developer,"Dakkaken Group - Cairo, Egypt 10 days ago","Cairo, Egypt ",Senior Management · 5 - 10 Yrs of Exp · IT/Software Development · Docker · Node.js · JavaScript · Development · Js · Software Development · PostgreSQL · NestJS · Vendure,7 days ago,https://wuzzuf.net/jobs/p/zBOITMGU7EKA-Senior-Vendure-Nextjs-Developer-Dakkaken-Group-Cairo-Egypt
Backend Developer (Laravel - Developing APIs),"Ship To Box - Sheikh Zayed, Giza, Egypt 7 days ago","Sheikh Zayed, Giza, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · Laravel Framework · Laravel PHP · Back-End Development · Node.js · MySQL · NodeJS · MVC,7 days ago,https://wuzzuf.net/jobs/p/LEvfjg8birk0-Backend-Developer-Laravel---Developing-APIs-Ship-To-Box-Giza-Egypt
Engineering Director,"Mersal  - Maadi, Cairo, Egypt 7 days ago","Maadi, Cairo, Egypt ",Senior Management · 15 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil Engineering · Leadership · Management · Project Management · Architectural Engineering · MEP Engineering,10 days ago,https://wuzzuf.net/jobs/p/KYpidBIg4SGz-Engineering-Director-Mersal-Cairo-Egypt
Full Stack Developer,"TryAladdin - Cairo, Egypt 1 month ago","Cairo, Egypt ",Experienced · 2 - 20 Yrs of Exp · IT/Software Development · JavaScript · MySQL · CSS · Angular · Software Development · Full Stack · Git · HTML · Shopify,1 month ago,https://wuzzuf.net/jobs/p/5rqBgjyUAilb-Full-Stack-Developer-TryAladdin-Cairo-Egypt
Senior Back-End,"E-Jawdah - Nasr City, Cairo, Egypt 10 days ago","Nasr City, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Git · HTML · back-end · RESTful APIs.,10 days ago,https://wuzzuf.net/jobs/p/HvyRcJ5TniGh-Senior-Back-End-E-Jawdah-Cairo-Egypt
Front End Developer,"Telecom Systems Provider, LLC - Maadi, Cairo, Egypt 10 days ago","Maadi, Cairo, Egypt ",Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · CI/CD · Android · Computer Science · Software Engineering · Software · iOS · REST · Development · Information Technology (IT),10 days ago,https://wuzzuf.net/jobs/p/DjtrFqHQSyqk-Front-End-Developer-Telecom-Systems-Provider-LLC-Cairo-Egypt
Developer ( .Net ),"Premium Card - Cairo, Egypt 10 days ago","Cairo, Egypt ",Experienced · 0 - 2 Yrs of Exp · IT/Software Development · Information Technology (IT) · Software Engineering · Software Development · .Net,10 days ago,https://wuzzuf.net/jobs/p/qwGfYctO3MPJ-Developer-Net-Premium-Card-Cairo-Egypt
Program Developer,"GB CONSULTING - Athens, Greece 11 days ago","Athens, Greece ",Entry Level · 1 - 20 Yrs of Exp · IT/Software Development · HTML · CSS · PHP · Programming · Software · SQL · Software Development · JavaScript · Java,11 days ago,https://wuzzuf.net/jobs/p/Hwa4dtOuWFQr-Program-Developer-GB-CONSULTING-Athens-Greece
Senior .Net Developer,"Global Brands - New Cairo, Cairo, Egypt 12 days ago","New Cairo, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · JavaScript · MVC · Software Development · SQL,12 days ago,https://wuzzuf.net/jobs/p/qmGZQqvEEcG0-Senior-Net-Developer-Global-Brands-Cairo-Egypt
Full-Stack WordPress Developer,"Nile Creations - Heliopolis, Cairo, Egypt 29 days ago","Heliopolis, Cairo, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · MySQL · Magento · WordPress · Information Technology (IT) · Web Development · Plugins · CakePHP,29 days ago,https://wuzzuf.net/jobs/p/lTckJZf12ztB-Full-Stack-WordPress-Developer-Nile-Creations-Cairo-Egypt
Full Stack Engineer,"Confidential - Cairo, Egypt 21 days ago","Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · React · Python · Backend · Front End,21 days ago,https://wuzzuf.net/jobs/p/5Ykv82mkiFqx-Full-Stack-Engineer-Cairo-Egypt
Senior PHP Developer,"POM100 - 6th of October, Giza, Egypt 22 days ago","6th of October, Giza, Egypt ",Experienced · 8 - 10 Yrs of Exp · IT/Software Development · PHP · Software Development · CSS · Git · HTML · Angular · Computer Science · Information Technology (IT) · JavaScript,22 days ago,https://wuzzuf.net/jobs/p/wmXNlw1cBZys-Senior-PHP-Developer-POM100-Giza-Egypt
Full Stack Developer,"LMesh - Schiedam, Netherlands 21 days ago","Schiedam, Netherlands ",Experienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Full Stack Development · Cloud · Software Development · React · Docker · JavaScript · Node.js,21 days ago,https://wuzzuf.net/jobs/p/h6V3Zb2c48Ej-Full-Stack-Developer-LMesh-Schiedam-Netherlands
Backend Developer ( PHP & Laravel ),"Softxpert Incorporation  - Alexandria, Egypt 26 days ago","Alexandria, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Computer Science · Engineering · Information Technology (IT) · Laravel · Software · Software Development · Software Engineering · PHP,26 days ago,https://wuzzuf.net/jobs/p/5h6E2SZs6Abj-Backend-Developer-PHP-Laravel-Softxpert-Incorporation-Alexandria-Egypt
.Net Team Lead,"Youxel - Cairo, Egypt 26 days ago","Cairo, Egypt ",Manager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · .Net · Software Development · Desktop Development · HTML · ASYNC · Azure,7 hours ago,https://wuzzuf.net/jobs/p/sF7RbsJX60eD-Net-Team-Lead-Youxel-Cairo-Egypt
Software Development Manager - Remote (Full Time / Part Time),"Guestna - Riyadh, Saudi Arabia 7 hours ago","Riyadh, Saudi Arabia ",Manager · 7 - 12 Yrs of Exp · IT/Software Development · Computer Science · Software Development · DevOps · Development · APIs · Agile · Information Technology (IT) · Software Engineering · Software,14 hours ago,https://wuzzuf.net/jobs/p/rSK0THSeCrFd-Software-Development-Manager---Remote-Full-Time-Part-Time-Guestna-Riyadh-Saudi-Arabia
Senior .Net Full Stack Developer,"Aria Systems - Maadi, Cairo, Egypt 14 hours ago","Maadi, Cairo, Egypt ",Experienced · 8 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Telecommunication · Computer Science · .NET · .NET Development · Angular · CSS · HTML5,14 hours ago,https://wuzzuf.net/jobs/p/o1rXrGqMvBGo-Senior-Net-Full-Stack-Developer-Aria-Systems-Cairo-Egypt
Senior Laravel Developer – TALL Stack (Laravel • Livewire • Alpine JS • Tailwind CSS),"Boca Pro  - Maadi, Cairo, Egypt 14 hours ago","Maadi, Cairo, Egypt ",Experienced · 5 - 8 Yrs of Exp · IT/Software Development · CSS · Computer Science · PHP · Software · SQL · TailwindCSS · AlpineJS · Livewire,1 day ago,https://wuzzuf.net/jobs/p/7kLRBLzhW5Sv-Senior-Laravel-Developer-–-TALL-Stack-Laravel-•-Livewire-•-Alpine-JS-•-Tailwind-CSS-Boca-Pro-Cairo-Egypt
Shopify Developer,"Confidential - Maadi, Cairo, Egypt 1 day ago","Maadi, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · CSS · Computer Science · E-Commerce · Engineering · Information Technology (IT) · HTML · Magento · Shopify,2 days ago,https://wuzzuf.net/jobs/p/lEq0fHqFtKHT-Shopify-Developer-Cairo-Egypt
Backend Developer,"Monglish Academy - Alexandria, Egypt 2 days ago","Alexandria, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · back-end · Computer Science · Information Technology (IT) · Engineering · Software,3 days ago,https://wuzzuf.net/jobs/p/Ocl4a7ca6nEo-Backend-Developer-Monglish-Academy-Alexandria-Egypt
Back-end .NET Core Developer,"Spark Systems - Sheikh Zayed, Giza, Egypt 3 days ago","Sheikh Zayed, Giza, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · .net core · ASP · ASP.Net · Information Technology (IT) · Software Development · Computer Science · Software Engineering,6 days ago,https://wuzzuf.net/jobs/p/3Yux0KDzJDIS-Back-end-NET-Core-Developer-Spark-Systems-Giza-Egypt
Senior .NET Core Developer,"Ultimate Solutions Egypt - Abu Qir, Alexandria, Egypt 6 days ago","Abu Qir, Alexandria, Egypt ",Experienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Computer Science · Design · Development · Information Technology (IT) · Linq,6 days ago,https://wuzzuf.net/jobs/p/R2cLTCnceAzo-Senior-NET-Core-Developer-Ultimate-Solutions-Egypt-Alexandria-Egypt
Oracle Developer forms,"Ultimate Solutions Egypt - Sheikh Zayed, Giza, Egypt 6 days ago","Sheikh Zayed, Giza, Egypt ",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Computer Science · Database · Information Technology (IT) · Oracle · PL/SQL · Oracle Database · Software Development,6 days ago,https://wuzzuf.net/jobs/p/g4PolQhfiQwq-Oracle-Developer-forms-Ultimate-Solutions-Egypt-Giza-Egypt
Account Manager – Web & Digital Projects,"Road9 Media - Maadi, Cairo, Egypt 6 days ago","Maadi, Cairo, Egypt ",Experienced · 1 - 4 Yrs of Exp · Customer Service/Support · Operations/Management · Marketing/PR/Advertising · Account Management · Key Account Management · Digital Marketing · Web Development · English · Marketing · Project Management,7 days ago,https://wuzzuf.net/jobs/p/9BShoiQN5K8e-Account-Manager-–-Web-Digital-Projects-Road9-Media-Cairo-Egypt
Remote Senior Full-Stack Developer,"Confidential - Cairo, Egypt 7 days ago","Cairo, Egypt ",Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · shopify · liquid · react · vue.js · html5 · MySQL · JavaScript · Figma,8 days ago,https://wuzzuf.net/jobs/p/fam2mkLM4wql-Remote-Senior-Full-Stack-Developer-Cairo-Egypt
Backend Team Lead,"Confidential - Smouha, Alexandria, Egypt 8 days ago","Smouha, Alexandria, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Communication skills · Scrum · Java · Spring Boot · Microservices Architecture,8 days ago,https://wuzzuf.net/jobs/p/1rRmdOXnXSSM-Backend-Team-Lead-Alexandria-Egypt
Technical Project Manager,"Confidential - Smouha, Alexandria, Egypt 8 days ago","Smouha, Alexandria, Egypt ",Manager · 7 - 10 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Communication skills · PMP · Agile · JavaScript · Engineering · Project Management,26 days ago,https://wuzzuf.net/jobs/p/V5tWq50zm2HP-Technical-Project-Manager-Alexandria-Egypt
Junior Full Stack Developer,"Yodawy Med - Mohandessin, Giza, Egypt 8 days ago","Mohandessin, Giza, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Full Stack · Software Development · Software Engineering · JavaScript,8 days ago,https://wuzzuf.net/jobs/p/nAahClHSvGUR-Junior-Full-Stack-Developer-Yodawy-Med-Giza-Egypt
.Net developer,"Contact - Downtown, Cairo, Egypt 27 days ago","Downtown, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · .Net · Software Development · NET · developer · Agile · Angular · ASP.Net,27 days ago,https://wuzzuf.net/jobs/p/ZcHt0Nwf6iTc-Net-developer-Contact-Cairo-Egypt
Web Developer,"ITIDA - Smart Village, Giza, Egypt 10 days ago","Smart Village, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Web Development · Computer Science,10 days ago,https://wuzzuf.net/jobs/p/GTrSigW7ZtTA-Web-Developer-ITIDA-Giza-Egypt
Full stack Developer (.Net Core & Angular),"BI-Technologies - New Cairo, Cairo, Egypt 11 days ago","New Cairo, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · ASP.NET · Software Development · .NET · Information Technology (IT) · Full Stack · Computer Science · Computer Engineering · Database Design · Data Modeling,11 days ago,https://wuzzuf.net/jobs/p/RlsQcq1nkSbO-Full-stack-Developer-Net-Core-Angular-BI-Technologies-Cairo-Egypt
.NET developer,"Tafeel - Jeddah, Saudi Arabia 11 days ago","Jeddah, Saudi Arabia ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · .Net · Software Development · Information Technology (IT) · Programming,11 days ago,https://wuzzuf.net/jobs/p/dMgkbVajXYg8-NET-developer-Tafeel-Jeddah-Saudi-Arabia
AI & Software Trainer,"compsoft - Giza, Egypt 11 days ago","Giza, Egypt ",Entry Level · 1 - 7 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Information Technology (IT) · Software · Software trainer · AI · Software Engineering · Big Data,11 days ago,https://wuzzuf.net/jobs/p/SwXxBD69AgT5-AI-Software-Trainer-compsoft-Giza-Egypt
Full Stack Developer,"Dwell Egypt - New Cairo, Cairo, Egypt 28 days ago","New Cairo, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Real Estate · Computer Science · Information Technology (IT) · Software · Java,28 days ago,https://wuzzuf.net/jobs/p/ifHc97bpQY9F-Full-Stack-Developer-Dwell-Egypt-Cairo-Egypt
Full Stack Developer,"Genie - Alsadat City, Monufya, Egypt 29 days ago","Alsadat City, Monufya, Egypt ",Entry Level · 0 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · Django Framework · Python · tailwindcss · Full Stack Developer · JavaScript · Odoo · Computer Science,29 days ago,https://wuzzuf.net/jobs/p/DE6JGQgQcIlz-Full-Stack-Developer-Genie-Monufya-Egypt
Executive Secretary - Management control,"Confidential - Cairo, Egypt 29 days ago","Cairo, Egypt ",Senior Management · 5 - 10 Yrs of Exp · Administration · Operations/Management · Project/Program Management · Administration · Office management · Project Management · Communication skills · Operations · Secretary · Management,29 days ago,https://wuzzuf.net/jobs/p/d2qydcYxND2T-Executive-Secretary---Management-control-Cairo-Egypt
Back end developer dot net,"Confidential - Alexandria, Egypt 1 month ago","Alexandria, Egypt ",Experienced · 2 - 10 Yrs of Exp · IT/Software Development · Software Development · back-end · APIs,1 month ago,https://wuzzuf.net/jobs/p/Ao6Bew7Ee3eG-Back-end-developer-dot-net-Alexandria-Egypt
front end developer react,"Confidential - Alexandria, Egypt 1 month ago","Alexandria, Egypt ",Experienced · 2 - 10 Yrs of Exp · IT/Software Development · React · Front end developer,1 month ago,https://wuzzuf.net/jobs/p/KtqdryDw2F0X-front-end-developer-react-Alexandria-Egypt
Graphic Designer,"Technooyster (HMA) - Pune, India 1 month ago","Pune, India ",Entry Level · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Canva · Adobe Premiere Pro · Aftereffect · Graphic Design · Video Editing,1 month ago,https://wuzzuf.net/internship/Eyrt7w5VWFKm-Graphic-Designer-Technooyster-HMA-Pune-India
.NET Developer / Sitecore,"Fixed Solutions - Sheraton, Cairo, Egypt 1 month ago","Sheraton, Cairo, Egypt ",Experienced · 2 - 6 Yrs of Exp · IT/Software Development · APIs · ASP.Net · .Net · CSS3 · HTML · Computer Science · Sitecore · Software Development · ASP.net MVC,1 month ago,https://wuzzuf.net/jobs/p/ln1eQ06TsBxU-NET-Developer-Sitecore-Fixed-Solutions-Cairo-Egypt
Senior Backend Developer,"DOT Information Technology - New Cairo, Cairo, Egypt 2 months ago","New Cairo, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · C# · MVC · ASP.NET Core · MS SQL Server · Microsoft Azure · Azure DevOps Server,2 months ago,https://wuzzuf.net/jobs/p/9mebIS4GcsXj-Senior-Backend-Developer-DOT-Information-Technology-Cairo-Egypt
Backend Engineer,"SellAbroad - New Cairo, Cairo, Egypt 21 days ago","New Cairo, Cairo, Egypt ",Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Node.js · APIs · Agile · NoSQL · SQL · RESTful · graphql,21 days ago,https://wuzzuf.net/jobs/p/mWBfVkls0nR9-Backend-Engineer-SellAbroad-Cairo-Egypt
Laravel Developer,"Elev8Assessments - Maadi, Cairo, Egypt 2 months ago","Maadi, Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Laravel · MySQL · Software Development · Agile,2 months ago,https://wuzzuf.net/jobs/p/0HTLf6CzJx7U-Laravel-Developer-Elev8Assessments-Cairo-Egypt
Junior .Net Web Developer,"El-Amir Group - Nozha, Cairo, Egypt 1 month ago","Nozha, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · ASP.Net · Software Development · Web Development,1 month ago,https://wuzzuf.net/jobs/p/vdHNUnXpkBIR-Junior-Net-Web-Developer-El-Amir-Group-Cairo-Egypt
"Full Stack Developer (Laravel, Node.js, Express, MySQL, React)","Confidential - Nasr City, Cairo, Egypt 1 month ago","Nasr City, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering · Information Technology (IT) · PHP · MySQL · Software Development · Laravel · JavaScript · Git · Computer Science,1 month ago,https://wuzzuf.net/jobs/p/haXmIQSz9yKX-Full-Stack-Developer-Laravel-Nodejs-Express-MySQL-React-Cairo-Egypt
Odoo Developer,"Informatique Education - Cairo, Egypt 1 month ago","Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Odoo ERP · Python,1 month ago,https://wuzzuf.net/jobs/p/t1YUcWeoElva-Odoo-Developer-Informatique-Education-Cairo-Egypt
Senior PHP Developer,"GBTECH - Tanta, Gharbia, Egypt 24 days ago","Tanta, Gharbia, Egypt ",Senior Management · 3 - 5 Yrs of Exp · IT/Software Development · PHP · Laravel · JavaScript · HTML · CSS · MySQL · OPP · Software Engineering · Software Development,24 days ago,https://wuzzuf.net/jobs/p/mJn72TWurGWg-Senior-PHP-Developer-GBTECH-Gharbia-Egypt
Senior PHP Developer (Laravel),"Sandah for micro finance - 6th of October, Giza, Egypt 1 month ago","6th of October, Giza, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · Engineering · Information Technology (IT) · Software · Java · Software Development · Software Engineering · Development,1 month ago,https://wuzzuf.net/jobs/p/VgfDLp8wkIRb-Senior-PHP-Developer-Laravel-Sandah-for-micro-finance-Giza-Egypt
Senior Web Development Architect & Technical Lead,"Andersen Tax & Legal  - Heliopolis, Cairo, Egypt 1 month ago","Heliopolis, Cairo, Egypt ",Manager · 10+ Yrs of Exp · IT/Software Development · Web Development · Computer Science · Information Technology (IT) · Technical Lead · Software Development · Development · Computer Engineering · wordpress,1 month ago,https://wuzzuf.net/jobs/p/nCEMko8NUNh3-Senior-Web-Development-Architect-Technical-Lead-Andersen-Tax-Legal-Cairo-Egypt
Laravel Developer,"InaWaks - Cairo, Egypt 29 days ago","Cairo, Egypt ",Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Laravel · CSS · HTML · Computer Science · Information Technology (IT) · PHP,29 days ago,https://wuzzuf.net/jobs/p/NjdoQRI1DMH7-Laravel-Developer-InaWaks-Cairo-Egypt
Digital Technical Analyst,"Xceed Contact Center - 6th of October, Giza, Egypt 1 month ago","6th of October, Giza, Egypt ",Experienced · 1 - 5 Yrs of Exp · Business Development · Marketing/PR/Advertising · Analyst/Research · Computer Science · Data visualization · Google Analytics · HTML · JavaScript · CSS · Analytics,1 month ago,https://wuzzuf.net/jobs/p/S8wzHadZeuXr-Digital-Technical-Analyst-Xceed-Contact-Center-Giza-Egypt
Full Stack Developer Needed,"Hestia Dental - Cairo, Egypt 1 month ago","Cairo, Egypt ",Experienced · IT/Software Development · Software Development · Computer Science · AWS · Full Stack · CSS · JavaScript · React · SQL,1 month ago,https://wuzzuf.net/jobs/p/t37Ar65pfXjH-Full-Stack-Developer-Needed-Hestia-Dental-Cairo-Egypt
Senior Backend Developer ,"EZeats  - Heliopolis, Cairo, Egypt 1 month ago","Heliopolis, Cairo, Egypt ",Experienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Computer Science · Information Technology (IT) · Software Development · Engineering · Development · AWS · Node.js,1 month ago,https://wuzzuf.net/jobs/p/h6lWdf8URAyO-Senior-Backend-Developer -EZeats-Cairo-Egypt
Junior Backend Developer .Net,"Exco Egypt - Nasr City, Cairo, Egypt 1 month ago","Nasr City, Cairo, Egypt ",Experienced · 1 - 2 Yrs of Exp · IT/Software Development · ASP.Net · .Net · C# · Computer Science · Information Technology (IT) · Engineering · Programming · Software Development · Software Engineering,1 month ago,https://wuzzuf.net/jobs/p/rHEvBsyikAki-Junior-Backend-Developer-Net-Exco-Egypt-Cairo-Egypt
MERN Stack Developer,"Rehabitaire - Maadi, Cairo, Egypt 1 month ago","Maadi, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Engineering · HTML5 · Information Technology (IT) · JavaScript · MongoDB · React,1 month ago,https://wuzzuf.net/jobs/p/vcmU7hNYHlXc-MERN-Stack-Developer-Rehabitaire-Cairo-Egypt
Flutter Developer,"Nahdet Misr Publishing Group - Mohandessin, Giza, Egypt 1 month ago","Mohandessin, Giza, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · flutter · developer · Flutter developer · Software Development · Computer Science · Software,1 month ago,https://wuzzuf.net/jobs/p/TUQEtwG9vxDX-Flutter-Developer-Nahdet-Misr-Publishing-Group-Giza-Egypt
Senior .NET Core Developer,"Nile Bits, LLC - 6th of October, Giza, Egypt 1 month ago","6th of October, Giza, Egypt ",Experienced · 8 - 18 Yrs of Exp · IT/Software Development · Angular · ASP.Net · MVC · APIs · .Net,1 month ago,https://wuzzuf.net/jobs/p/2gYovaT9zao1-Senior-NET-Core-Developer-Nile-Bits-LLC-Giza-Egypt
.NET Developer (Mid-Level),"Ayady4040 - Moharam Bek, Alexandria, Egypt 2 months ago","Moharam Bek, Alexandria, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Other · Engineering - Other · .Net · Angular · Database · Design · VB.net · SQL · Programming Language,2 months ago,https://wuzzuf.net/jobs/p/5kOzbRz5903p-NET-Developer-Mid-Level-Ayady4040-Alexandria-Egypt
Senior Backend Developer (PHP & Laravel) - Web Applications,"النورس للتجاره  - New Nozha, Cairo, Egypt 1 month ago","New Nozha, Cairo, Egypt ",Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · AWS · Computer Science · Design · Git · Information Technology (IT) · Laravel · MySQL,1 month ago,https://wuzzuf.net/jobs/p/bfgIaLmn0qZx-Senior-Backend-Developer-PHP-Laravel---Web-Applications-النورس-للتجاره-Cairo-Egypt
Senior React Native Mobile Developer - On-site,"Microwize - Sheraton, Cairo, Egypt 1 month ago","Sheraton, Cairo, Egypt ",Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Computer Science · Information Technology (IT) · IT · Team Player · English · Software · Design,1 month ago,https://wuzzuf.net/jobs/p/HwyNvZSYkutJ-Senior-React-Native-Mobile-Developer---On-site-Microwize-Cairo-Egypt
Asp.Net Developer,"Royal Cyber - Riyadh, Saudi Arabia 1 month ago","Riyadh, Saudi Arabia ",Experienced · 4 - 10 Yrs of Exp · Accounting/Finance · Banking · IT/Software Development · .Net · Dot Net · ASP.Net · .Net core · SQL · Identity Server · MVC,1 month ago,https://wuzzuf.net/jobs/p/M0dorJoDoTUA-AspNet-Developer-Royal-Cyber-Riyadh-Saudi-Arabia
Full Stack Developer,"Cherwell Associates - Zamalek, Cairo, Egypt 2 months ago","Zamalek, Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · JavaScript · HTML · React · Software Development · MySQL · Angular · Computer Science,2 months ago,https://wuzzuf.net/jobs/p/r1rEJeYTlDMm-Full-Stack-Developer-Cherwell-Associates-Cairo-Egypt
Wordpress / PHP - Fresh Graduate - Alexandria,"Alexandria For Programming - Bolkly, Alexandria, Egypt 1 month ago","Bolkly, Alexandria, Egypt ",Entry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · WORDPRES · Computer Science · CSS · Development · Figma · Information Technology (IT) · HTML,1 month ago,https://wuzzuf.net/jobs/p/xj9EWQ2Dagve-Wordpress-PHP---Fresh-Graduate---Alexandria-Alexandria-For-Programming-Alexandria-Egypt
